,3M_Rate,10Y_2Y_Curve,5y5y_Forward,Core_PCE,NFP,UnEmp,Hstarts,IP,ISM,Mich_Sent,Mich_Inf,CPI,3M_Rate_36mZ,10Y_2Y_Curve_36mZ,5y5y_Forward_36mZ,Core_PCE_36mZ,NFP_36mZ,UnEmp_36mZ,Hstarts_36mZ,IP_36mZ,ISM_36mZ,Mich_Sent_36mZ,Mich_Inf_36mZ,CPI_36mZ,3M_Rate_changeZ,10Y_2Y_Curve_changeZ,5y5y_Forward_changeZ,Core_PCE_changeZ,NFP_changeZ,UnEmp_changeZ,Hstarts_changeZ,IP_changeZ,ISM_changeZ,Mich_Sent_changeZ,Mich_Inf_changeZ,CPI_changeZ
1981-02-01,2.859564724166894,-1.7838530376388246,2.0790756579355216,2.612643196054001,-0.29960845916814577,0.7368096761155256,-0.32208534086572416,-0.9290257071970249,-0.5596195069528239,-1.5364526430561118,3.0061161714026716,1.2775055330820833,1.7941449435665,-0.5111908933259506,2.05222432356018,0.3816463806466594,-0.4418614724951341,1.3568922917184016,-1.214862086161494,-0.636699870740088,-0.338167756887143,-0.26994400120359263,-0.10936328531216069,-0.8966600368214633,-0.2213467240081204,-0.004377687282399956,0.25619741111609784,-0.8693766945902575,-0.04769610005165004,-0.22341870909917128,-0.8473841485394258,0.1474748645238162,-0.024557069386715313,-0.47827234656556533,-0.7427954733484035,-0.03195173773856963
1981-03-01,2.4645267040571506,-1.4913423250640796,2.029175188363639,1.6676789035123318,-0.14014966688483005,0.7368096761155256,-0.17101163296700075,0.5505116450602365,-0.4216940524309781,-1.5681051564214827,2.170912585865798,1.262939318893725,1.1908875686292055,-0.08144885903429955,1.8092381294544428,-0.7785491035073386,-0.2524381223989863,1.2836130591992532,-0.9806732355817519,0.4455216404974291,-0.22589907101285409,-0.28231824323312427,-1.296860153874061,-0.9002459794959322,-0.6032573749372945,0.42974203429165103,-0.24298619410573696,-1.160195484153998,0.1894233500961478,-0.07327923251914847,0.23418885057974215,1.082221511237517,0.11226868587428893,-0.012374242029531635,-1.1874968685619003,-0.0035859426744688783
1981-04-01,2.555689324082476,-1.5119873987237629,2.206713577558987,2.125610891282286,-0.29477637455349986,0.6153363011282724,-0.035045295858149715,-0.90746009291283,-0.07688041612636547,-1.1012305842822694,2.648171777601154,1.7432440470741175,1.2510791414956388,-0.07508904207389423,2.0036402190716474,-0.21551335467563826,-0.35189723000245565,0.9605949738915248,-0.7753291992729822,-0.5692934246483766,0.03190607911469463,0.49518867174662023,-0.6872029270199914,-0.5073969841824583,0.060191572866433285,0.006359816960405315,0.1944020896172045,0.5630357488317004,-0.09945910760346938,-0.32301808530772835,0.20534403630876974,-1.0148150651458057,0.25780515012754873,0.7775069149797444,0.6096572268540695,0.39284899531347395
1981-05-01,3.2767027733736867,-2.4653540649191483,2.273855471044616,2.3697651476466186,-0.5847014514322558,0.797546363609152,-0.5889822248201355,0.6492346086148664,0.2506925383630163,-0.792618578969909,2.230569984832717,2.705354828062829,2.083755288725305,-1.3361001564063908,1.9674798247956278,0.06603133783842183,-0.6159316503402615,1.2848557901103064,-1.3783004320901169,0.6223566113940275,0.28580876454110116,1.053239036503841,-1.3188510899660526,0.2308221208218626,0.8326761472296662,-1.2610111143324965,-0.03616039427601958,0.2815446925140601,-0.2640344203378059,0.32426081621878156,-0.6029712328171347,1.1916500360424043,0.25390268542640654,0.5580503647572208,-0.6316481629460612,0.7382191050043209
1981-06-01,2.842989702344108,-2.1167063057396773,2.0838680792706437,1.3852558638603396,0.2899058638186579,0.797546363609152,-0.8281822623264475,0.4643188071823759,-0.2320465524634409,-1.045838685892872,2.111255186898878,2.6695432117298212,1.4196363462239392,-0.8014906780361242,1.5052991226758836,-1.123929177882245,0.3610257786172489,1.2120877087951838,-1.578744231142334,0.4892045600440665,-0.021661563033563792,0.674031392914962,-1.5486187983035986,0.18910161528455907,-0.6641189425013658,0.5346094783702666,-0.46218070211974416,-1.1899605157206667,0.9769574289575105,-0.07276808131512258,-0.2004437990522172,-0.13315205134996105,-0.30747032757466497,-0.37920764358887915,-0.229767708337546,-0.041720505537303526
1981-07-01,2.9037647823609913,-2.1592780321236975,2.3383604740872372,1.9211410450538209,-0.11115715919695446,0.6153363011282724,-0.8382538428530291,0.7403901660908229,-0.9216738250726662,-0.9667074024794462,1.9322829899981193,4.5640524916952705,1.4221958779467634,-0.813718342772988,1.839504646898732,-0.4743688804866391,-0.05962770827089572,0.7796665472835782,-1.5113825620014478,0.6754650172293847,-0.4755311901952604,0.8810768751863229,-1.8405509130199804,1.591622798035572,0.002559531722824193,-0.012227664736863875,0.3342055242228483,0.6495602973956058,-0.4206534868881446,-0.4324211615116056,0.06736166914088626,0.1862604571853182,-0.4538696271616966,0.207045482271361,-0.2919321147163818,1.402521182751013
1981-08-01,3.0584649860403315,-2.454716958682528,2.514007303757085,2.2936333371156246,-0.8214735975499065,0.7368096761155256,-1.0925612511492133,-0.26227179637936243,-0.645822916028977,-0.7214004238978252,1.3357090003289234,3.058777695627889,1.5430041352365975,-1.1627062492908602,1.9937800091200886,-0.04397504997722562,-0.8004454970324968,0.9833959611924125,-1.7126596183865215,-0.08145967805700602,-0.23514559157722653,1.3369533965279892,-2.4370365035081605,0.39642389960852215,0.12080825728983413,-0.34898790651787215,0.15427536222135663,0.4303938305094135,-0.7408177887616011,0.20372941390883426,-0.20127705638507365,-0.7569246952863907,0.24038559861803388,0.45587652134166623,-0.5964855904881801,-1.1951988984270498
1981-09-01,2.834702191432714,-2.224545358670845,2.646769373438427,2.1991519893791502,-1.072741997511495,0.8582830511027784,-1.1655802099669297,-1.133096675084207,-1.645782461312353,-1.045838685892872,1.9919403889650393,3.958768802891969,1.1751340638167969,-0.7963126453011756,2.0544157927541753,-0.1763859883198826,-1.0297293501742653,1.17324294774517,-1.6914833362171389,-0.718715144824069,-0.9362951092315418,0.8082374294802145,-1.5283110276237608,1.0524078336214866,-0.36787007141980066,0.36639360398968457,0.060635783634086726,-0.13241093834265696,-0.22928385314176847,0.18984698655275756,0.02117628216938261,-0.6372554667670629,-0.7011495176543152,-0.5287159670477747,0.9087254758843997,0.6559839340129645
1981-10-01,2.5142517695255098,-1.4289410753342469,2.7028244695261057,1.883890075548986,-1.1162307590433083,1.0404931135836584,-1.2612602249694544,-1.2517258382658762,-2.076799506693119,-1.2674062794504646,1.8726255910312,0.1718365762477348,0.6941347890881885,0.3240944862790075,1.984470793884514,-0.5412293440348434,-1.020013642816915,1.4646434664910595,-1.7008723845396676,-0.7644713668962534,-1.2003193107338106,0.44591244207080083,-1.641064869935829,-1.7380193057071882,-0.4809992747286084,1.1204071315801831,-0.06994499886966121,-0.36484335571496074,0.009715707357350167,0.29140051874588946,-0.009389048322528737,-0.04575622207218444,-0.2640242015022688,-0.36232498740941366,-0.1127538423120682,-2.790427139328675
1981-11-01,1.773900794774382,-0.4537448457376054,2.2203779777133215,1.8303464997603898,-1.6574242358836524,1.283439863558165,-1.3519044497086885,-1.9555033340582422,-2.7491860974871134,-1.8846302900751863,2.230569984832717,0.6313723114731189,-0.36516745003081025,1.5840017318316124,1.1264013049626849,-0.620114554780589,-1.5406881811409252,1.8251998136987062,-1.729108417646939,-1.229040719789158,-1.6245558444240091,-0.7236160195154445,-1.146154821436601,-1.3644547832816474,-1.0593022391189988,1.259907245552605,-0.8580694889218292,-0.07888521074574562,-0.5206745383240101,0.36055634720764673,-0.028236033107271297,-0.4645693528929046,-0.42423653369019854,-1.1695284615862453,0.49491004849922793,0.37356452242554083
